Horse_ID,Heart_Rate,Respiration_Rate,Temperature,Movement_Activity,Reaction_Score,Therapy_Readiness,Health_Status,Readiness_Score,Alert,Care_Recommendation
TH00353,47,16,36.5,1,1,Medium,Critical,0.62,Emergency,Veterinary Checkup
TH00354,55,17,37.1,8,2,High,Healthy,0.85,No Alert,No Change
TH00355,61,21,37.9,3,1,High,Healthy,0.37,No Alert,No Change
TH00356,40,15,37.3,3,4,High,Healthy,0.62,No Alert,No Change
TH00357,55,15,37.7,6,3,High,Healthy,0.36,No Alert,No Change
TH00358,44,15,36.7,4,4,Medium,Critical,0.3,Emergency,Veterinary Checkup
TH00359,43,16,37.9,4,4,High,Healthy,0.61,No Alert,No Change
TH00360,53,17,37.2,4,1,High,Healthy,0.26,No Alert,No Change
TH00361,51,18,37.5,9,1,High,Healthy,0.67,No Alert,No Change
TH00362,30,16,37.5,8,4,Medium,Critical,0.23,Emergency,Veterinary Checkup
TH00363,59,19,36.9,3,2,Medium,Healthy,0.29,No Alert,No Change
TH00364,58,20,36.9,1,3,Medium,Healthy,0.64,No Alert,No Change
TH00365,38,11,38.0,1,2,High,Critical,0.67,Emergency,Veterinary Checkup
TH00366,48,16,37.7,1,2,High,Healthy,0.22,No Alert,No Change
TH00367,49,17,38.0,4,3,High,Healthy,0.66,No Alert,No Change
TH00368,47,16,37.7,6,1,High,Healthy,0.87,No Alert,No Change
TH00369,39,11,37.6,4,2,High,Critical,0.78,Emergency,Veterinary Checkup
TH00370,38,13,36.6,3,1,Medium,Critical,0.3,Emergency,Veterinary Checkup
TH00371,44,18,37.4,8,3,High,Healthy,0.67,No Alert,No Change
TH00372,56,20,37.5,8,2,High,Healthy,0.74,No Alert,No Change
TH00373,50,19,38.5,6,1,High,Healthy,0.23,No Alert,No Change
TH00374,41,13,37.8,9,1,High,Healthy,0.88,No Alert,No Change
TH00375,52,19,38.3,1,2,High,Healthy,0.93,No Alert,No Change
TH00376,30,11,37.8,8,3,Medium,Critical,0.88,Emergency,Veterinary Checkup
TH00377,56,17,37.1,6,4,High,Healthy,0.86,No Alert,No Change
TH00378,30,11,37.6,1,1,Medium,Critical,0.8,Emergency,Veterinary Checkup
TH00379,41,12,37.6,4,3,High,Healthy,0.71,No Alert,No Change
TH00380,33,10,37.0,5,2,Medium,Critical,0.74,Emergency,Veterinary Checkup
TH00381,32,11,37.3,7,1,Medium,Critical,0.85,Emergency,Veterinary Checkup
TH00382,56,19,37.4,8,1,High,Healthy,0.73,No Alert,No Change
TH00383,40,11,38.3,9,1,High,Healthy,0.46,No Alert,No Change
TH00384,48,18,36.5,6,3,Medium,Critical,0.5,Emergency,Veterinary Checkup
TH00385,44,16,38.1,9,1,High,Healthy,0.92,No Alert,No Change
TH00386,49,15,37.0,4,1,High,Healthy,0.21,No Alert,No Change
TH00387,45,12,36.8,8,2,Medium,Healthy,0.76,No Alert,No Change
TH00388,32,10,38.1,3,1,Medium,Critical,0.96,Emergency,Veterinary Checkup
TH00389,54,17,37.9,4,3,High,Healthy,0.76,No Alert,No Change
TH00390,40,14,38.1,4,2,High,Healthy,1.0,No Alert,No Change
TH00391,30,9,37.9,6,4,Medium,Critical,0.75,Emergency,Veterinary Checkup
TH00392,40,9,38.5,9,2,High,Healthy,0.23,No Alert,No Change
TH00393,60,19,37.8,6,1,High,Healthy,0.86,No Alert,No Change
TH00394,53,17,37.4,1,4,High,Healthy,0.43,No Alert,No Change
TH00395,41,15,37.7,5,2,High,Healthy,0.56,No Alert,No Change
TH00396,41,12,38.1,9,1,High,Healthy,0.45,No Alert,No Change
TH00397,41,17,37.1,5,2,High,Healthy,0.41,No Alert,No Change
TH00398,65,18,37.2,6,3,High,Healthy,0.55,No Alert,No Change
TH00399,48,19,37.3,3,1,High,Healthy,0.5,No Alert,No Change
TH00400,49,16,36.5,8,3,Medium,Critical,0.71,Emergency,Veterinary Checkup
TH00401,55,20,37.6,4,1,High,Healthy,0.85,No Alert,No Change
TH00402,47,16,36.6,4,3,Medium,Critical,0.44,Emergency,Veterinary Checkup
TH00403,42,16,37.5,5,4,High,Healthy,0.37,No Alert,No Change
TH00404,43,14,37.9,9,3,High,Healthy,0.73,No Alert,No Change
TH00405,44,12,37.3,8,2,High,Healthy,0.74,No Alert,No Change
TH00406,44,18,38.3,7,1,High,Healthy,0.92,No Alert,No Change
TH00407,52,17,36.8,5,2,Medium,Healthy,0.21,No Alert,No Change
TH00408,45,15,38.1,9,3,High,Healthy,0.88,No Alert,No Change
TH00409,52,20,37.8,9,1,High,Healthy,0.62,No Alert,No Change
TH00410,44,13,36.6,2,3,Medium,Critical,0.7,Emergency,Veterinary Checkup
TH00411,45,16,38.9,4,4,High,Healthy,0.27,No Alert,No Change
TH00412,30,9,37.5,8,4,Medium,Critical,0.55,Emergency,Veterinary Checkup
TH00413,54,18,37.1,1,4,High,Healthy,0.38,No Alert,No Change
TH00414,48,16,36.8,5,3,Medium,Healthy,0.4,No Alert,No Change
TH00415,54,15,37.4,8,3,High,Healthy,0.6,No Alert,No Change
TH00416,30,8,37.4,2,4,Medium,Critical,0.85,Emergency,Veterinary Checkup
TH00417,65,24,37.6,2,3,High,Healthy,0.8,No Alert,No Change
TH00418,43,16,37.4,8,2,High,Healthy,0.67,No Alert,No Change
TH00419,56,19,37.8,9,3,High,Healthy,0.63,No Alert,No Change
TH00420,34,12,37.3,7,2,Medium,Critical,0.54,Emergency,Veterinary Checkup
TH00421,51,16,36.5,8,4,Medium,Critical,0.98,Emergency,Veterinary Checkup
TH00422,34,14,37.4,5,3,Medium,Critical,0.65,Emergency,Veterinary Checkup
TH00423,38,12,36.5,1,4,Medium,Critical,0.4,Emergency,Veterinary Checkup
TH00424,64,22,37.7,4,1,High,Healthy,0.38,No Alert,No Change
TH00425,43,17,37.0,2,3,High,Healthy,0.69,No Alert,No Change
TH00426,47,14,37.6,3,3,High,Healthy,0.62,No Alert,No Change
TH00427,53,21,38.2,3,4,High,Healthy,0.21,No Alert,No Change
TH00428,49,13,37.0,9,4,High,Healthy,0.86,No Alert,No Change
TH00429,46,19,38.0,4,4,High,Healthy,0.76,No Alert,No Change
TH00430,48,15,37.3,2,1,High,Healthy,0.73,No Alert,No Change
TH00431,69,23,38.4,3,1,Low,Healthy,0.26,No Alert,No Change
TH00432,44,11,37.3,3,4,High,Healthy,0.49,No Alert,No Change
TH00433,47,15,37.1,7,3,High,Healthy,0.95,No Alert,No Change
TH00434,55,16,37.8,8,3,High,Healthy,0.89,No Alert,No Change
TH00435,56,17,37.3,6,4,High,Healthy,0.43,No Alert,No Change
TH00436,56,18,37.1,4,2,High,Healthy,0.33,No Alert,No Change
TH00437,51,19,37.3,6,1,High,Healthy,0.56,No Alert,No Change
TH00438,33,11,37.5,1,1,Medium,Critical,0.48,Emergency,Veterinary Checkup
TH00439,61,21,38.2,8,2,High,Healthy,0.75,No Alert,No Change
TH00440,33,9,36.5,1,4,Medium,Critical,0.97,Emergency,Veterinary Checkup
TH00441,48,14,37.5,5,3,High,Healthy,0.49,No Alert,No Change
TH00442,37,16,37.8,2,3,High,Critical,0.25,Emergency,Veterinary Checkup
TH00443,44,13,37.6,6,1,High,Healthy,0.92,No Alert,No Change
TH00444,48,19,38.2,9,2,High,Healthy,0.23,No Alert,No Change
TH00445,48,16,37.5,5,3,High,Healthy,0.96,No Alert,No Change
TH00446,49,16,37.4,4,1,High,Healthy,0.73,No Alert,No Change
TH00447,61,22,37.8,2,3,High,Healthy,0.95,No Alert,No Change
TH00448,49,19,37.5,3,3,High,Healthy,0.36,No Alert,No Change
TH00449,42,14,37.3,6,3,High,Healthy,0.23,No Alert,No Change
TH00450,54,17,37.8,8,1,High,Healthy,0.59,No Alert,No Change
TH00451,56,19,37.2,8,2,High,Healthy,0.56,No Alert,No Change
TH00452,32,11,37.2,5,4,Medium,Critical,0.47,Emergency,Veterinary Checkup
TH00453,50,18,37.2,5,2,High,Healthy,0.97,No Alert,No Change
TH00454,52,17,38.2,3,3,High,Healthy,0.86,No Alert,No Change
TH00455,42,15,36.5,7,2,Medium,Critical,0.73,Emergency,Veterinary Checkup
TH00456,58,23,37.7,6,3,High,Healthy,0.33,No Alert,No Change
TH00457,43,15,37.5,1,1,High,Healthy,0.79,No Alert,No Change
TH00458,46,16,36.7,4,1,Medium,Critical,0.78,Emergency,Veterinary Checkup
TH00459,43,11,37.7,6,1,High,Healthy,0.54,No Alert,No Change
TH00460,45,10,37.7,6,3,High,Healthy,0.94,No Alert,No Change
TH00461,34,12,37.8,3,2,Medium,Critical,0.33,Emergency,Veterinary Checkup
TH00462,30,10,36.5,6,4,Medium,Critical,0.41,Emergency,Veterinary Checkup
TH00463,60,19,38.2,6,4,High,Healthy,0.25,No Alert,No Change
TH00464,36,12,37.1,9,1,High,Critical,0.84,Emergency,Veterinary Checkup
TH00465,35,12,37.8,9,4,High,Critical,0.7,Emergency,Veterinary Checkup
TH00466,30,12,37.9,2,3,Medium,Critical,0.45,Emergency,Veterinary Checkup
TH00467,38,13,37.1,4,2,High,Critical,0.33,Emergency,Veterinary Checkup
TH00468,31,9,37.8,9,4,Medium,Critical,0.23,Emergency,Veterinary Checkup
TH00469,61,22,37.3,4,4,High,Healthy,0.33,No Alert,No Change
TH00470,55,18,36.5,8,2,Medium,Critical,0.56,Emergency,Veterinary Checkup
TH00471,38,14,38.1,3,4,High,Critical,0.4,Emergency,Veterinary Checkup
TH00472,67,21,37.1,3,2,Low,Healthy,0.41,No Alert,No Change
TH00473,54,17,37.1,9,3,High,Healthy,0.9,No Alert,No Change
TH00474,41,14,37.3,8,3,High,Healthy,0.61,No Alert,No Change
TH00475,30,10,37.6,1,3,Medium,Critical,0.78,Emergency,Veterinary Checkup
TH00476,67,23,37.5,2,1,Low,Healthy,0.23,No Alert,No Change
TH00477,31,10,37.8,3,3,Medium,Critical,0.49,Emergency,Veterinary Checkup
TH00478,30,8,36.8,2,4,Medium,Critical,0.58,Emergency,Veterinary Checkup
TH00479,55,17,37.1,3,1,High,Healthy,0.35,No Alert,No Change
TH00480,69,25,37.4,8,1,Low,Healthy,0.3,No Alert,No Change
TH00481,58,19,38.4,6,1,High,Healthy,0.9,No Alert,No Change
TH00482,50,16,37.4,7,3,High,Healthy,0.95,No Alert,No Change
TH00483,50,19,38.0,6,1,High,Healthy,0.26,No Alert,No Change
TH00484,53,16,37.5,1,3,High,Healthy,0.48,No Alert,No Change
TH00485,52,14,37.3,3,3,High,Healthy,0.97,No Alert,No Change
TH00486,47,15,37.4,1,1,High,Healthy,0.27,No Alert,No Change
TH00487,46,14,37.4,9,1,High,Healthy,0.71,No Alert,No Change
TH00488,44,13,37.8,9,4,High,Healthy,0.98,No Alert,No Change
TH00489,37,12,38.2,5,1,High,Critical,0.98,Emergency,Veterinary Checkup
TH00490,42,15,37.7,4,3,High,Healthy,0.58,No Alert,No Change
TH00491,30,10,38.1,9,4,Medium,Critical,0.33,Emergency,Veterinary Checkup
TH00492,44,15,37.0,9,4,High,Healthy,0.36,No Alert,No Change
TH00493,35,15,37.3,3,3,High,Critical,0.91,Emergency,Veterinary Checkup
TH00494,33,10,37.1,5,1,Medium,Critical,0.93,Emergency,Veterinary Checkup
TH00495,46,16,37.7,3,1,High,Healthy,0.69,No Alert,No Change
TH00496,58,18,37.3,2,2,High,Healthy,0.81,No Alert,No Change
TH00497,54,16,37.9,1,1,High,Healthy,0.79,No Alert,No Change
TH00498,30,9,37.0,2,2,Medium,Critical,0.73,Emergency,Veterinary Checkup
TH00499,35,11,37.5,8,4,High,Critical,0.86,Emergency,Veterinary Checkup
TH00500,54,19,37.8,8,4,High,Healthy,0.75,No Alert,No Change
TH00501,35,16,36.5,3,4,Medium,Critical,0.63,Emergency,Veterinary Checkup
TH00502,42,13,38.6,7,2,High,Healthy,0.39,No Alert,No Change
TH00503,50,16,37.4,7,3,High,Healthy,0.8,No Alert,No Change
TH00504,35,12,36.5,2,3,Medium,Critical,0.58,Emergency,Veterinary Checkup
TH00505,46,16,37.6,9,4,High,Healthy,0.44,No Alert,No Change
TH00506,31,11,37.5,3,2,Medium,Critical,0.84,Emergency,Veterinary Checkup
TH00507,38,15,37.5,2,2,High,Critical,0.76,Emergency,Veterinary Checkup
TH00508,48,11,38.0,3,4,High,Healthy,0.95,No Alert,No Change
TH00509,30,8,37.9,2,1,Medium,Critical,0.33,Emergency,Veterinary Checkup
TH00510,49,15,37.6,8,4,High,Healthy,0.72,No Alert,No Change
TH00511,44,17,37.7,5,2,High,Healthy,0.4,No Alert,No Change
TH00512,50,14,37.4,3,1,High,Healthy,0.92,No Alert,No Change
TH00513,47,10,38.4,5,3,High,Healthy,0.28,No Alert,No Change
TH00514,58,20,36.8,8,1,Medium,Healthy,0.72,No Alert,No Change
TH00515,46,16,37.6,7,3,High,Healthy,0.83,No Alert,No Change
TH00516,40,11,37.5,6,2,High,Healthy,0.48,No Alert,No Change
TH00517,46,13,37.9,1,4,High,Healthy,0.96,No Alert,No Change
TH00518,50,15,37.1,1,4,High,Healthy,0.88,No Alert,No Change
TH00519,45,15,36.6,1,4,Medium,Critical,0.44,Emergency,Veterinary Checkup
TH00520,45,14,37.6,8,4,High,Healthy,0.21,No Alert,No Change
TH00521,37,13,37.6,8,4,High,Critical,0.44,Emergency,Veterinary Checkup
TH00522,38,8,38.2,7,2,High,Critical,0.43,Emergency,Veterinary Checkup
TH00523,30,8,36.9,6,2,Medium,Critical,0.91,Emergency,Veterinary Checkup
TH00524,62,18,38.1,4,4,High,Healthy,0.97,No Alert,No Change
TH00525,32,10,38.7,1,1,Medium,Critical,0.26,Emergency,Veterinary Checkup
TH00526,38,12,37.3,9,4,High,Critical,0.58,Emergency,Veterinary Checkup
TH00527,37,14,36.9,1,3,Medium,Critical,0.64,Emergency,Veterinary Checkup
TH00528,53,14,37.3,4,3,High,Healthy,0.27,No Alert,No Change
TH00529,42,14,37.5,3,3,High,Healthy,0.5,No Alert,No Change
TH00530,57,20,37.8,7,3,High,Healthy,0.45,No Alert,No Change
TH00531,38,16,37.2,5,4,High,Critical,0.63,Emergency,Veterinary Checkup
TH00532,47,15,38.3,5,3,High,Healthy,0.73,No Alert,No Change
TH00533,36,13,36.9,4,1,Medium,Critical,0.76,Emergency,Veterinary Checkup
TH00534,66,18,36.6,1,4,Medium,Critical,0.31,Emergency,Veterinary Checkup
TH00535,33,8,38.1,5,3,Medium,Critical,0.85,Emergency,Veterinary Checkup
TH00536,48,18,36.5,4,4,Medium,Critical,0.74,Emergency,Veterinary Checkup
TH00537,51,17,37.4,8,4,High,Healthy,0.91,No Alert,No Change
TH00538,49,19,39.1,2,4,Low,Healthy,0.56,No Alert,No Change
TH00539,43,12,37.5,8,2,High,Healthy,0.92,No Alert,No Change
TH00540,43,15,36.9,1,3,Medium,Healthy,0.89,No Alert,No Change
TH00541,45,19,37.5,4,2,High,Healthy,0.55,No Alert,No Change
TH00542,43,15,37.5,3,1,High,Healthy,0.5,No Alert,No Change
TH00543,54,19,37.6,5,1,High,Healthy,0.95,No Alert,No Change
TH00544,67,22,37.8,5,2,Low,Healthy,0.77,No Alert,No Change
TH00545,39,10,37.0,5,3,High,Critical,0.94,Emergency,Veterinary Checkup
TH00546,31,13,38.3,4,4,Medium,Critical,0.84,Emergency,Veterinary Checkup
TH00547,44,13,37.6,8,1,High,Healthy,0.69,No Alert,No Change
TH00548,70,24,37.9,3,1,Low,Healthy,0.29,No Alert,No Change
TH00549,36,9,37.2,4,1,High,Critical,0.43,Emergency,Veterinary Checkup
TH00550,61,18,38.1,1,3,High,Healthy,0.98,No Alert,No Change
TH00551,61,23,37.4,7,2,High,Healthy,0.46,No Alert,No Change
TH00552,39,12,37.6,1,2,High,Critical,0.27,Emergency,Veterinary Checkup
TH00553,50,20,37.0,2,3,High,Healthy,0.77,No Alert,No Change
TH00554,61,20,37.0,7,1,High,Healthy,0.79,No Alert,No Change
TH00555,41,10,37.8,1,3,High,Healthy,0.43,No Alert,No Change
TH00556,42,16,37.3,3,3,High,Healthy,0.44,No Alert,No Change
TH00557,39,12,37.1,6,2,High,Critical,0.58,Emergency,Veterinary Checkup
TH00558,34,13,37.2,6,3,Medium,Critical,0.22,Emergency,Veterinary Checkup
TH00559,38,13,37.8,6,3,High,Critical,0.83,Emergency,Veterinary Checkup
TH00560,32,8,37.2,2,1,Medium,Critical,0.45,Emergency,Veterinary Checkup
TH00561,45,15,37.4,2,4,High,Healthy,0.88,No Alert,No Change
TH00562,37,17,37.5,6,1,High,Critical,0.84,Emergency,Veterinary Checkup
TH00563,47,17,36.5,5,2,Medium,Critical,0.73,Emergency,Veterinary Checkup
TH00564,30,10,36.8,7,4,Medium,Critical,0.46,Emergency,Veterinary Checkup
TH00565,48,18,37.7,7,1,High,Healthy,0.61,No Alert,No Change
TH00566,53,18,37.1,5,3,High,Healthy,0.56,No Alert,No Change
TH00567,30,10,38.0,8,3,Medium,Critical,0.47,Emergency,Veterinary Checkup
TH00568,48,14,38.0,6,4,High,Healthy,0.88,No Alert,No Change
TH00569,57,19,37.9,5,4,High,Healthy,0.59,No Alert,No Change
TH00570,32,13,38.4,4,3,Medium,Critical,0.87,Emergency,Veterinary Checkup
TH00571,61,19,37.5,7,2,High,Healthy,0.28,No Alert,No Change
TH00572,49,19,37.8,4,1,High,Healthy,0.31,No Alert,No Change
TH00573,37,12,37.2,5,3,High,Critical,0.98,Emergency,Veterinary Checkup
TH00574,44,13,38.7,5,1,High,Healthy,0.67,No Alert,No Change
TH00575,50,19,38.5,1,1,High,Healthy,0.61,No Alert,No Change
TH00576,45,14,37.5,1,1,High,Healthy,0.62,No Alert,No Change
TH00577,50,18,37.7,3,1,High,Healthy,0.37,No Alert,No Change
TH00578,35,11,38.2,3,2,High,Critical,0.77,Emergency,Veterinary Checkup
TH00579,46,15,37.4,2,2,High,Healthy,0.27,No Alert,No Change
TH00580,30,11,37.2,2,2,Medium,Critical,0.66,Emergency,Veterinary Checkup
TH00581,43,15,37.9,6,3,High,Healthy,0.66,No Alert,No Change
TH00582,35,8,37.5,1,3,High,Critical,0.93,Emergency,Veterinary Checkup
TH00583,37,10,37.6,6,3,High,Critical,0.62,Emergency,Veterinary Checkup
TH00584,57,21,37.1,5,2,High,Healthy,0.31,No Alert,No Change
TH00585,55,18,36.6,6,1,Medium,Critical,0.66,Emergency,Veterinary Checkup
TH00586,51,16,37.6,5,2,High,Healthy,0.27,No Alert,No Change
TH00587,34,9,38.0,7,3,Medium,Critical,0.36,Emergency,Veterinary Checkup
TH00588,41,12,37.4,1,4,High,Healthy,0.22,No Alert,No Change
TH00589,57,15,38.2,3,3,High,Healthy,0.61,No Alert,No Change
TH00590,46,15,37.1,6,1,High,Healthy,0.27,No Alert,No Change
TH00591,68,21,37.0,1,2,Low,Healthy,0.58,No Alert,No Change
TH00592,48,14,37.5,7,4,High,Healthy,0.95,No Alert,No Change
TH00593,46,15,37.5,4,4,High,Healthy,0.78,No Alert,No Change
TH00594,41,14,37.9,3,1,High,Healthy,0.26,No Alert,No Change
TH00595,46,20,37.1,9,2,High,Healthy,0.38,No Alert,No Change
TH00596,43,11,38.2,1,4,High,Healthy,0.74,No Alert,No Change
TH00597,52,20,38.5,8,3,High,Healthy,0.92,No Alert,No Change
TH00598,54,20,37.5,1,1,High,Healthy,0.23,No Alert,No Change
TH00599,37,11,38.1,5,4,High,Critical,0.85,Emergency,Veterinary Checkup
TH00600,31,11,37.0,8,1,Medium,Critical,0.65,Emergency,Veterinary Checkup
TH00601,30,9,38.0,6,2,Medium,Critical,0.64,Emergency,Veterinary Checkup
TH00602,50,17,38.0,7,2,High,Healthy,0.97,No Alert,No Change
TH00603,33,14,37.9,8,2,Medium,Critical,0.8,Emergency,Veterinary Checkup
TH00604,30,11,37.5,6,3,Medium,Critical,0.88,Emergency,Veterinary Checkup
TH00605,48,17,36.5,6,4,Medium,Critical,0.48,Emergency,Veterinary Checkup
TH00606,69,22,37.2,6,2,Low,Healthy,0.64,No Alert,No Change
TH00607,44,12,37.2,5,3,High,Healthy,0.69,No Alert,No Change
TH00608,53,17,37.0,8,2,High,Healthy,0.46,No Alert,No Change
TH00609,45,17,37.6,2,2,High,Healthy,0.66,No Alert,No Change
TH00610,44,12,37.3,7,4,High,Healthy,0.39,No Alert,No Change
TH00611,54,16,37.1,4,3,High,Healthy,0.31,No Alert,No Change
TH00612,42,14,37.0,1,2,High,Healthy,0.5,No Alert,No Change
TH00613,47,14,37.1,5,3,High,Healthy,0.79,No Alert,No Change
TH00614,48,14,38.1,3,3,High,Healthy,0.93,No Alert,No Change
TH00615,38,12,37.2,4,2,High,Critical,0.57,Emergency,Veterinary Checkup
TH00616,54,15,37.2,7,2,High,Healthy,0.71,No Alert,No Change
TH00617,43,12,37.3,5,1,High,Healthy,0.28,No Alert,No Change
TH00618,37,14,37.7,4,4,High,Critical,0.92,Emergency,Veterinary Checkup
TH00619,50,14,37.7,1,2,High,Healthy,0.65,No Alert,No Change
TH00620,36,9,36.5,6,1,Medium,Critical,0.82,Emergency,Veterinary Checkup
TH00621,45,14,38.0,6,4,High,Healthy,0.84,No Alert,No Change
TH00622,44,16,38.2,7,2,High,Healthy,0.41,No Alert,No Change
TH00623,55,18,37.0,1,3,High,Healthy,0.62,No Alert,No Change
TH00624,49,15,37.0,4,4,High,Healthy,0.97,No Alert,No Change
TH00625,44,15,37.3,9,3,High,Healthy,0.27,No Alert,No Change
TH00626,53,14,37.1,6,1,High,Healthy,0.75,No Alert,No Change
TH00627,58,20,37.6,2,2,High,Healthy,0.97,No Alert,No Change
TH00628,50,17,36.5,4,1,Medium,Critical,0.44,Emergency,Veterinary Checkup
TH00629,45,14,36.9,6,2,Medium,Healthy,0.89,No Alert,No Change
TH00630,31,12,38.3,4,2,Medium,Critical,0.95,Emergency,Veterinary Checkup
TH00631,34,9,37.0,7,3,Medium,Critical,0.8,Emergency,Veterinary Checkup
TH00632,41,16,38.1,3,1,High,Healthy,0.39,No Alert,No Change
TH00633,38,13,37.7,6,3,High,Critical,0.47,Emergency,Veterinary Checkup
TH00634,43,14,36.6,4,3,Medium,Critical,0.23,Emergency,Veterinary Checkup
TH00635,45,15,37.8,3,3,High,Healthy,0.87,No Alert,No Change
TH00636,50,16,37.4,3,1,High,Healthy,0.88,No Alert,No Change
TH00637,44,17,37.3,2,2,High,Healthy,0.71,No Alert,No Change
TH00638,49,14,37.6,3,2,High,Healthy,0.48,No Alert,No Change
TH00639,45,13,37.7,1,1,High,Healthy,0.26,No Alert,No Change
TH00640,30,12,37.9,3,2,Medium,Critical,0.8,Emergency,Veterinary Checkup
TH00641,35,10,38.1,9,1,High,Critical,0.78,Emergency,Veterinary Checkup
TH00642,43,16,37.7,4,1,High,Healthy,0.93,No Alert,No Change
TH00643,32,14,36.8,3,2,Medium,Critical,0.78,Emergency,Veterinary Checkup
TH00644,50,16,37.3,8,4,High,Healthy,0.86,No Alert,No Change
TH00645,60,21,39.0,1,3,High,Healthy,0.8,No Alert,No Change
TH00646,57,17,37.9,5,1,High,Healthy,0.7,No Alert,No Change
TH00647,42,16,38.7,1,1,High,Healthy,0.54,No Alert,No Change
TH00648,59,20,38.2,7,4,High,Healthy,0.92,No Alert,No Change
TH00649,46,16,37.6,5,1,High,Healthy,0.72,No Alert,No Change
TH00650,41,12,37.7,2,1,High,Healthy,0.52,No Alert,No Change
TH00651,38,9,37.5,1,2,High,Critical,0.27,Emergency,Veterinary Checkup
TH00652,41,15,36.6,7,2,Medium,Critical,0.43,Emergency,Veterinary Checkup
TH00653,41,10,37.5,1,4,High,Healthy,0.63,No Alert,No Change
TH00654,46,15,38.1,3,1,High,Healthy,0.42,No Alert,No Change
TH00655,46,17,37.2,6,3,High,Healthy,0.38,No Alert,No Change
TH00656,45,15,37.7,6,2,High,Healthy,0.62,No Alert,No Change
TH00657,49,20,37.9,7,3,High,Healthy,0.34,No Alert,No Change
TH00658,56,21,37.0,1,3,High,Healthy,0.84,No Alert,No Change
TH00659,54,17,37.3,7,4,High,Healthy,0.59,No Alert,No Change
TH00660,30,10,37.0,2,4,Medium,Critical,0.66,Emergency,Veterinary Checkup
TH00661,30,10,37.1,6,1,Medium,Critical,0.32,Emergency,Veterinary Checkup
TH00662,54,15,36.9,8,4,Medium,Healthy,0.46,No Alert,No Change
TH00663,31,8,37.0,5,2,Medium,Critical,0.53,Emergency,Veterinary Checkup
TH00664,42,13,38.2,3,1,High,Healthy,0.85,No Alert,No Change
TH00665,33,8,37.0,8,1,Medium,Critical,0.82,Emergency,Veterinary Checkup
TH00666,30,10,37.6,8,3,Medium,Critical,0.38,Emergency,Veterinary Checkup
TH00667,50,16,37.2,4,3,High,Healthy,0.69,No Alert,No Change
TH00668,52,14,38.1,8,3,High,Healthy,0.39,No Alert,No Change
TH00669,39,14,38.2,5,1,High,Critical,0.99,Emergency,Veterinary Checkup
TH00670,30,11,37.9,5,4,Medium,Critical,0.96,Emergency,Veterinary Checkup
TH00671,39,13,37.7,3,4,High,Critical,0.65,Emergency,Veterinary Checkup
TH00672,48,15,37.4,7,4,High,Healthy,0.76,No Alert,No Change
TH00673,30,11,36.9,9,1,Medium,Critical,0.84,Emergency,Veterinary Checkup
TH00674,46,17,38.5,9,1,High,Healthy,0.78,No Alert,No Change
TH00675,44,15,37.1,1,1,High,Healthy,0.76,No Alert,No Change
TH00676,50,15,37.8,1,1,High,Healthy,0.97,No Alert,No Change
TH00677,46,16,38.0,5,1,High,Healthy,0.68,No Alert,No Change
TH00678,35,14,37.2,1,4,High,Critical,0.71,Emergency,Veterinary Checkup
TH00679,56,17,38.0,4,1,High,Healthy,0.88,No Alert,No Change
TH00680,43,19,37.9,1,4,High,Healthy,0.74,No Alert,No Change
TH00681,44,14,38.4,2,1,High,Healthy,0.79,No Alert,No Change
TH00682,35,12,37.3,2,4,High,Critical,0.39,Emergency,Veterinary Checkup
TH00683,40,12,36.9,4,2,Medium,Healthy,0.5,No Alert,No Change
TH00684,36,12,37.2,8,2,High,Critical,0.32,Emergency,Veterinary Checkup
TH00685,43,11,37.6,2,4,High,Healthy,0.6,No Alert,No Change
TH00686,62,20,37.5,9,2,High,Healthy,0.56,No Alert,No Change
TH00687,31,8,37.3,9,2,Medium,Critical,1.0,Emergency,Veterinary Checkup
TH00688,30,10,36.5,2,4,Medium,Critical,0.69,Emergency,Veterinary Checkup
TH00689,59,22,37.7,1,1,High,Healthy,0.83,No Alert,No Change
TH00690,42,15,38.5,9,1,High,Healthy,0.47,No Alert,No Change
TH00691,38,8,37.7,2,4,High,Critical,0.87,Emergency,Veterinary Checkup
TH00692,55,22,37.8,8,3,High,Healthy,0.69,No Alert,No Change
TH00693,38,13,37.8,3,3,High,Critical,0.76,Emergency,Veterinary Checkup
TH00694,63,19,37.7,1,2,High,Healthy,0.44,No Alert,No Change
TH00695,51,17,38.0,1,3,High,Healthy,0.64,No Alert,No Change
TH00696,40,14,37.7,2,2,High,Healthy,0.71,No Alert,No Change
TH00697,66,21,37.3,7,1,Low,Healthy,0.67,No Alert,No Change
TH00698,38,13,37.1,6,4,High,Critical,0.93,Emergency,Veterinary Checkup
TH00699,52,16,37.4,2,1,High,Healthy,0.92,No Alert,No Change
TH00700,47,15,37.7,4,4,High,Healthy,0.98,No Alert,No Change
